City,District,SEGE_2022_Rank_Turkiye,Rank_Within_City,Dominant_Age_Groups,Population_Gender_Ratio,Household_Expenditure_Highlights,Business_Openings_2023,Business_Closures_2023,Key_Trends,Key_Opportunities,Key_Challenges
Mardin,Kızıltepe,899,8,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Mazıdağı,765,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Midyat,528,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Nusaybin,538,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Ömerli,917,7,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Savur,549,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",13,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Yeşilli,921,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,23,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Muğla,Bodrum,85,8,Diverse Mix (Tourism) or Young Families (Suburbs),Slight Female Majority,"High seasonal spending on tourism, accommodation, and food. In suburbs, focus on education and mortgages.",135,152,Heavy reliance on tourism season. Rapid residential development in suburban areas.,"Eco-tourism, boutique hotels, year-round activities, family-oriented services in suburbs.","Seasonal economy, high business turnover, infrastructure lagging behind development."
Muğla,Dalaman,663,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",22,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Muğla,Datça,694,11,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,23,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Muğla,Fethiye,167,7,Diverse Mix (Tourism) or Young Families (Suburbs),Slight Female Majority,"High seasonal spending on tourism, accommodation, and food. In suburbs, focus on education and mortgages.",69,160,Heavy reliance on tourism season. Rapid residential development in suburban areas.,"Eco-tourism, boutique hotels, year-round activities, family-oriented services in suburbs.","Seasonal economy, high business turnover, infrastructure lagging behind development."
Muğla,Kavaklıdere,718,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",10,21,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Muğla,Köyceğiz,682,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,24,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Muğla,Marmaris,201,7,Diverse Mix (Tourism) or Young Families (Suburbs),Slight Female Majority,"High seasonal spending on tourism, accommodation, and food. In suburbs, focus on education and mortgages.",93,144,Heavy reliance on tourism season. Rapid residential development in suburban areas.,"Eco-tourism, boutique hotels, year-round activities, family-oriented services in suburbs.","Seasonal economy, high business turnover, infrastructure lagging behind development."
Muğla,Menteşe,757,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
